workId,lang,decade,dcdReal,characterId,cl,isGrp,cGrp,persName,roleDesc,sex,age,profession,isComposedProf,normalizedProfession,rdmNbr,chosenGrp,chosenGrp2, modifier,professionalGroup,profGroupCoarse,profGroupCoarser,role,title,socialClass,origin,raceOrEthnicity,accentDialect,relations,normalizedRelation,genre,comments
14,fre,1890,1890,6.0,1.0,0.0,,Joseph,,M,,,,,,,,,,,,,,,,,,,,,
14,fre,1890,1890,7.0,1.0,0.0,,Patrigeot,,M,,,,,,,,,,,,,,,,,,,,,
14,fre,1890,1890,8.0,1.0,0.0,,Madame Paginet,,F,,,,,,,,,,,,,,,,,,,,,
14,fre,1890,1890,9.0,1.0,0.0,,Targinette,,F,,,,,,,,,,,,,,,,,,,,,
14,fre,1890,1890,10.0,1.0,0.0,,Simone,,F,,,,,,,,,,,,,,,,,,,,,
14,fre,1890,1890,11.0,1.0,0.0,,Madame Livergin,,F,,,,,,,,,,,,,,,,,,,,,
14,fre,1890,1890,12.0,0.0,1.0,,Une fanfare,,U,,fanfare,,musician,,artists,,,artists,artists,artists,,,LMC,,,,,,,
15,fre,1860,1860,1.0,1.0,0.0,,Gavaut,,M,,,,,,,,,,,,,,,,,,,,,
15,fre,1860,1860,2.0,1.0,0.0,,Minard,,M,,,,,,,,,,,,,,,,,,,,,
15,fre,1860,1860,3.0,1.0,0.0,,Théodore,,M,,,,,,,,,,,,,,,,,,,,,
15,fre,1860,1860,4.0,1.0,0.0,,Térence Plumault,,M,,,,,,,,,,,,,,,,,,,,,
15,fre,1860,1860,5.0,1.0,0.0,,Mme Minard (Elvire),,F,,,,,,,,,,,,,,,,,,,,,
15,fre,1860,1860,6.0,1.0,0.0,45144,Angèle,filles de Gavaut,F,,,,,,,,,,,,,,,,,,fille(1),daughter(1),,
15,fre,1860,1860,7.0,1.0,0.0,,Céleste,,F,,,,,,,,,,,,,,,,,,fille(1),daughter(1),,
15,fre,1860,1860,8.0,1.0,0.0,,Colombe,,F,,,,,,,,,,,,,,,,,,fille(1),daughter(1),,
15,fre,1860,1860,9.0,1.0,0.0,,Toinette,,F,,,,,,,,,,,,,,,,,,,,,
15,fre,1860,1860,10.0,1.0,0.0,,Un gendarme,personnage muet,M,,gendarme,,gendarme,,police and security,,,police and security,government and law enforcement,authority,,,LMC,,,,,,,
16,fre,1870,1870,1.0,1.0,0.0,,Pontérisson,,M,,,,,,,,,,,,,,,,,,,,,
16,fre,1870,1870,2.0,1.0,0.0,,Borromée,valet de chambre de Pontérisson,M,,valet de chambre,,valet,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,,
16,fre,1870,1870,3.0,1.0,0.0,,Oscar de Villecresnes,avocat,M,,avocat,,lawyer,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UC,,,,,,,
16,fre,1870,1870,4.0,1.0,0.0,,Birochet,aubergiste,M,,aubergiste,,innkeeper,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LMC,,,,,,,
16,fre,1870,1870,5.0,1.0,0.0,,Alaric de Fauquemberghes,agent matrimonial,M,,agent matrimonial,,marriage broker,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LMC,,,,,,,
16,fre,1870,1870,6.0,1.0,0.0,,Un facteur,,M,,facteur,,mail carrier,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,,
16,fre,1870,1870,7.0,1.0,0.0,,Lucrèce,femme de Pontérisson,F,,,,,,,,,,,,,,,,,,femme(1),wife(1),,
16,fre,1870,1870,8.0,1.0,0.0,,Aménaïde,femme de Birochet,F,,,,,,,,,,,,,,LMC,,,,femme(4),wife(4),,
16,fre,1870,1870,9.0,1.0,0.0,45269,Cadissette,servantes de l'hôtel du Cadran vert,F,,servante d'hôtel,,hotel maid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,,
16,fre,1870,1870,10.0,1.0,0.0,,Mélie,,F,,servante d'hôtel,,hotel maid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,,
16,fre,1870,1870,11.0,1.0,0.0,,Manda,,F,,servante d'hôtel,,hotel maid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,,
16,fre,1870,1870,12.0,1.0,0.0,,Fanchette,,F,,servante d'hôtel,,hotel maid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,,
16,fre,1870,1870,13.0,0.0,1.0,,Pompiers,,M,,pompiers,,firefighter,,police and security,,,police and security,government and law enforcement,authority,,,LMC,,,,,,,
16,fre,1870,1870,14.0,0.0,1.0,,Paysans,,M,,paysans,,farmer,,agriculture,,,agriculture,agriculture,agriculture,,,LC,,,,,,,
16,fre,1870,1870,15.0,0.0,1.0,,Paysannes,,F,,paysannes,,farmer,,agriculture,,,agriculture,agriculture,agriculture,,,LC,,,,,,,
17,fre,1880,1880,1.0,1.0,0.0,,Champanet,,M,,,,,,,,,,,,,,,,,,,,,
17,fre,1880,1880,2.0,1.0,0.0,,Grimoine,,M,,,,,,,,,,,,,,,,,,,,,
17,fre,1880,1880,3.0,1.0,0.0,,Jules Carpiquel,,M,,,,,,,,,,,,,,,,,,,,,
17,fre,1880,1880,4.0,1.0,0.0,,Don Stéfano Ruy Gomar,,M,,,,,,,,,,,,,,,,,,,,,
17,fre,1880,1880,5.0,1.0,0.0,,Joseph,,M,,,,,,,,,,,,,,,,,,,,,
17,fre,1880,1880,6.0,1.0,0.0,,Céleste,femme de Champanet,F,,,,,,,,,,,,,,,,,,femme(1),wife(1),,
17,fre,1880,1880,7.0,1.0,0.0,,Elmire,femme de Grimoine,F,,,,,,,,,,,,,,,,,,femme(2),wife(2),,
17,fre,1880,1880,8.0,1.0,0.0,,Cécile,nièce de Champanet,F,,,,,,,,,,,,,,,,,,nièce(1),niece(1),,
17,fre,1880,1880,9.0,1.0,0.0,,Olympia,modiste,F,,modiste,,milliner,,crafts,,,crafts,crafts,bourgeoisie,,,LMC,,,,,,,
17,fre,1880,1880,10.0,1.0,0.0,,Justine,,F,,,,,,,,,,,,,,,,,,,,,
17,fre,1880,1880,11.0,1.0,0.0,,Le Trottin de la modiste,,M,,trottin,,messenger,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,,"TLFi : Trottin : Vieilli. Coursier, commissionnaire d'un magasin, d'un atelier."
18,fre,1870,1870,1.0,1.0,0.0,,Champagnolles,notaire,M,,notaire,,notary,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UC,,,,,,,
18,fre,1870,1870,2.0,1.0,0.0,,Valtoret,avocat,M,,avocat,,lawyer,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UC,,,,,,,
18,fre,1870,1870,3.0,1.0,0.0,,Clodomir,peintre,M,,peintre,,painter,,artists,,,artists,artists,artists,,,LMC,,,,,,,
18,fre,1870,1870,4.0,1.0,0.0,,Godoncourt,,M,,,,,,,,,,,,,,,,,,,,,
18,fre,1870,1870,5.0,1.0,0.0,,Le Baron des Gouttières,,M,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,baron,UC,,,,,,,expecting lower class bc of aptonym
18,fre,1870,1870,6.0,1.0,0.0,,Isabeau Chapagnolles,,F,,,,,,,,,,,,,,,,,,,,,
18,fre,1870,1870,7.0,1.0,0.0,,Charlotte Valtoret,,F,,,,,,,,,,,,,,,,,,,,,
18,fre,1870,1870,8.0,1.0,0.0,,Hermangarde de la Bachellerie,,F,,,,,,,,,,,,,,,,,,,,,
18,fre,1870,1870,9.0,1.0,0.0,,Rosalie,,F,,,,,,,,,,,,,,,,,,,,,
18,fre,1870,1870,10.0,1.0,0.0,,Georgette,,F,,,,,,,,,,,,,,,,,,,,,
19,fre,1870,1870,1.0,1.0,0.0,,Alphonse Marjavel,,M,,,,,,,,,,,,,,,,,,,,,
19,fre,1870,1870,2.0,1.0,0.0,,Krampach,,M,,,,,,,,,,,,,,,,,,,,,
19,fre,1870,1870,3.0,1.0,0.0,,Jobelin,,M,,,,,,,,,,,,,,,,,,,,,
19,fre,1870,1870,4.0,1.0,0.0,,Ernest Jobelin,,M,,,,,,,,,,,,,,,,,,,,,
19,fre,1870,1870,5.0,1.0,0.0,,Hermance,,F,,,,,,,,,,,,,,,,,,,,,
19,fre,1870,1870,6.0,1.0,0.0,,Berthe,,F,,,,,,,,,,,,,,,,,,,,,
19,fre,1870,1870,7.0,1.0,0.0,,Pétunia,,F,,,,,,,,,,,,,,,,,,,,,
19,fre,1870,1870,8.0,1.0,0.0,,Lisbeth,,F,,,,,,,,,,,,,,,,,,,,,
20,fre,1870,1870,1.0,1.0,0.0,,Lavignac,,M,,,,,,,,,,,,,,,,,,,,,
20,fre,1870,1870,2.0,1.0,0.0,,Grenoux,,M,,,,,,,,,,,,,,,,,,,,,
20,fre,1870,1870,3.0,1.0,0.0,,Alcide,,M,,,,,,,,,,,,,,,,,,,,,
20,fre,1870,1870,4.0,1.0,0.0,,Marthe,,F,,,,,,,,,,,,,,,,,,,,,
21,fre,1870,1870,1.0,1.0,0.0,,Panazol,,M,,,,,,,,,,,,,,,,,,,,,
21,fre,1870,1870,2.0,1.0,0.0,,Malissard,,M,,,,,,,,,,,,,,,,,,,,,
21,fre,1870,1870,3.0,1.0,0.0,,Saint-Chinon,,M,,,,,,,,,,,,,,,,,,,,,
21,fre,1870,1870,4.0,1.0,0.0,,Georgette,,F,,,,,,,,,,,,,,,,,,,,,
22,fre,1860,1860,1.0,1.0,0.0,,M. de Brémont,ancien colonel,M,,colonel,,colonel,,military,,former,military,government and law enforcement,authority,,,UC,,,,,,,
22,fre,1860,1860,2.0,1.0,0.0,,Léon,son neveu,M,,,,,,,,,,,,,,,,,,neveu(1),nephew(1),,
22,fre,1860,1860,3.0,1.0,0.0,,Albert de Préval,,M,,,,,,,,,,,,,,,,,,,,,
22,fre,1860,1860,4.0,1.0,0.0,,Louise,nièce de Brémont,F,,,,,,,,,,,,,,,,,,nièce(1),niece(1),,
22,fre,1860,1860,5.0,1.0,0.0,,Rose,soubrette,F,,soubrette,,domestic worker,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,,
23,fre,1890,1890,1.0,1.0,0.0,,Petypon,,M,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,2.0,1.0,0.0,,Général Petypon,,M,,général,,general,,military,,,military,government and law enforcement,authority,,,UC,,,,,,,
23,fre,1890,1890,3.0,1.0,0.0,,du Grêlé,,M,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,4.0,1.0,0.0,,Mongicourt,,M,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,5.0,1.0,0.0,,Le Duc,,M,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,duc,UC,,,,,,,
23,fre,1890,1890,6.0,1.0,0.0,,Marollier,,M,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,7.0,1.0,0.0,,Corignon,,M,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,8.0,1.0,0.0,,Etienne,,M,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,9.0,1.0,0.0,,Le Balayeur,,M,,balayeur,,sweeper,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,,balayeur de rue
23,fre,1890,1890,10.0,1.0,0.0,,L’Abbé,,M,,abbé,,priest,,clergy,,,clergy,clergy,authority,,,LMC,,,,,,,
23,fre,1890,1890,11.0,1.0,0.0,,Chamerot,,M,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,12.0,1.0,0.0,,Sauvarel,,M,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,13.0,1.0,0.0,,Guérissac,,M,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,14.0,1.0,0.0,,Varlin,,M,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,15.0,1.0,0.0,,Emile,,M,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,16.0,1.0,0.0,,3e Officier,,M,,officier,,officer,,military,,,military,government and law enforcement,authority,,,UMC,,,,,,,
23,fre,1890,1890,17.0,1.0,0.0,,Vidauban,,M,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,18.0,1.0,0.0,,Tournoy,,M,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,19.0,1.0,0.0,,La Môme,crevette,F,,,,,,,,,,,,,,,,,,,,,"TLFi : crevette : ""Rem. La docum. atteste aussi crevette, arg., qui est sans doute un homon. par attraction paron., pour désigner « une jeune femme de mœurs légères »"
23,fre,1890,1890,20.0,1.0,0.0,,Madame Petypon,,F,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,21.0,1.0,0.0,,Madame Vidauban,,F,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,22.0,1.0,0.0,,Madame Sauvarel,,F,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,23.0,1.0,0.0,,Clémentine,,F,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,24.0,1.0,0.0,,La Duchesse de Valmonté,,F,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,duchesse,UC,,,,,,,
23,fre,1890,1890,25.0,1.0,0.0,,Madame Ponant,,F,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,26.0,1.0,0.0,,Madame Claux,,F,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,27.0,1.0,0.0,,Madame Virette,,F,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,28.0,1.0,0.0,,Madame Hautignol,,F,,,,,,,,,,,,,,,,,,,,,
23,fre,1890,1890,29.0,1.0,0.0,,La Baronne,,F,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,baronne,UC,,,,,,,
23,fre,1890,1890,30.0,1.0,0.0,,Madame Tournoy,,F,,,,,,,,,,,,,,,,,,,,,
24,fre,1870,1870,1.0,1.0,0.0,,Montengraine,,M,,,,,,,,,,,,,,,,,,,,,
24,fre,1870,1870,2.0,1.0,0.0,,Dubocal,,M,,,,,,,,,,,,,,,,,,,,,
24,fre,1870,1870,3.0,1.0,0.0,,Beausalé,,M,,,,,,,,,,,,,,,,,,,,,
24,fre,1870,1870,4.0,1.0,0.0,,Billembois,,M,,,,,,,,,,,,,,,,,,,,,
24,fre,1870,1870,5.0,1.0,0.0,,Cassignol,,M,,,,,,,,,,,,,,,,,,,,,
24,fre,1870,1870,6.0,1.0,0.0,,Clodimar,,M,,,,,,,,,,,,,,,,,,,,,
24,fre,1870,1870,7.0,1.0,0.0,,Grenouillet,,M,,,,,,,,,,,,,,,,,,,,,
24,fre,1870,1870,8.0,1.0,0.0,,Mitouflet,,M,,,,,,,,,,,,,,,,,,,,,
24,fre,1870,1870,9.0,1.0,0.0,,Joseph,,M,,,,,,,,,,,,,,,,,,,,,
24,fre,1870,1870,10.0,1.0,0.0,,Durand,,M,,,,,,,,,,,,,,,,,,,,,
24,fre,1870,1870,11.0,1.0,0.0,,Un Changeur,,M,,changeur,,bank clerk,,intermediate professions,,,intermediate professions,bourgeoisie other,bourgeoisie,,,LMC,,,,,,,"TLFi : changeur : ""1. Banquier qui, moyennant une commission, procède aux opérations de change de monnaies (cf. banquier ex. 1) """
24,fre,1870,1870,12.0,1.0,0.0,,Célesta,,F,,,,,,,,,,,,,,,,,,,,,
24,fre,1870,1870,13.0,1.0,0.0,,Catherine,,F,,,,,,,,,,,,,,,,,,,,,
24,fre,1870,1870,14.0,1.0,0.0,,La marchande de journaux,,F,,marchande de journaux,,newsagent,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LMC,,,,,,,
24,fre,1870,1870,15.0,1.0,0.0,,La fleuriste,,F,,fleuriste,,florist,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LMC,,,,,,,
25,fre,1870,1870,1.0,1.0,0.0,,Beaubuisson,,M,,,,,,,,,,,,,,,,,,,,,
25,fre,1870,1870,2.0,1.0,0.0,,Georges Duménil,,M,,,,,,,,,,,,,,,,,,,,,
25,fre,1870,1870,3.0,1.0,0.0,,Paul Aubier,,M,,,,,,,,,,,,,,,,,,,,,
25,fre,1870,1870,4.0,1.0,0.0,,Henri,,M,,,,,,,,,,,,,,,,,,,,,
25,fre,1870,1870,5.0,1.0,0.0,,Philippe,,M,,,,,,,,,,,,,,,,,,,,,
25,fre,1870,1870,6.0,1.0,0.0,,Germain,,M,,,,,,,,,,,,,,,,,,,,,
25,fre,1870,1870,7.0,1.0,0.0,,1e Garçon,,M,,garçon,,waiter,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LC,,,,,,,in a restaurant
25,fre,1870,1870,8.0,1.0,0.0,,2e Garçon,,M,,garçon,,waiter,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,LC,,,,,,,in a restaurant
25,fre,1870,1870,9.0,1.0,0.0,,Marguerite,femme de Georges,F,,,,,,,,,,,,,,,,,,femme(2),wife(2),,
25,fre,1870,1870,10.0,1.0,0.0,,Angèle,femme de Paul,F,,,,,,,,,,,,,,,,,,femme(3),wife(3),,
25,fre,1870,1870,11.0,1.0,0.0,,Mme Beaubuisson,,F,,,,,,,,,,,,,,,,,,,,,
25,fre,1870,1870,12.0,1.0,0.0,,Hortense,femme de chambre,F,,femme de chambre,,domestic worker,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,,
25,fre,1870,1870,13.0,1.0,0.0,,Fœdora,,F,,,,,,,,,,,,,,,,,,,,,
26,fre,1890,1890,1.0,1.0,0.0,,Georges Godefroid,,M,,,,,,,,,,,,,,,,,,,,,
26,fre,1890,1890,2.0,1.0,0.0,,Alfred Godefroid,,M,,,,,,,,,,,,,,,,,,,,,
26,fre,1890,1890,3.0,1.0,0.0,,Montpépin,,M,,,,,,,,,,,,,,,,,,,,,
26,fre,1890,1890,4.0,1.0,0.0,,Raoul de Saint-Médard,,M,,,,,,,,,,,,,,,,,,,,,
26,fre,1890,1890,5.0,1.0,0.0,,Labordave,,M,,,,,,,,,,,,,,,,,,,,,
26,fre,1890,1890,6.0,1.0,0.0,,Charbonneau,,M,,,,,,,,,,,,,,,,,,,,,
26,fre,1890,1890,7.0,1.0,0.0,,Lucienne Godefroid,,F,,,,,,,,,,,,,,,,,,,,,
26,fre,1890,1890,8.0,1.0,0.0,,Madame Montpépin,,F,,,,,,,,,,,,,,,,,,,,,
26,fre,1890,1890,9.0,1.0,0.0,,Madame Charbonneau,,F,,,,,,,,,,,,,,,,,,,,,
26,fre,1890,1890,10.0,1.0,0.0,,Angèle,,F,,,,,,,,,,,,,,,,,,,,,
26,fre,1890,1890,11.0,1.0,0.0,,Rosine Charbonneau,,F,,,,,,,,,,,,,,,,,,,,,
26,fre,1890,1890,12.0,1.0,0.0,,Françoise,,F,,,,,,,,,,,,,,,,,,,,,
26,fre,1890,1890,13.0,1.0,0.0,,Julie,,F,,,,,,,,,,,,,,,,,,,,,
27,fre,1890,1890,1.0,1.0,0.0,,Duperron,,M,,,,,,,,,,,,,,,,,,,,,
27,fre,1890,1890,2.0,1.0,0.0,,Mathieu,,M,,,,,,,,,,,,,,,,,,,,,
27,fre,1890,1890,3.0,1.0,0.0,,Valaury,,M,,,,,,,,,,,,,,,,,,,,,
27,fre,1890,1890,4.0,1.0,0.0,,François,,M,,,,,,,,,,,,,,,,,,,,,
27,fre,1890,1890,5.0,1.0,0.0,,Letellier,,M,,,,,,,,,,,,,,,,,,,,,
27,fre,1890,1890,6.0,1.0,0.0,,Pitel,,M,,,,,,,,,,,,,,,,,,,,,
27,fre,1890,1890,7.0,1.0,0.0,,Un commissionnaire,,M,,commissionnaire,,delivery person,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,,"TLFi : commissionnaire DR. COMM. Intermédiaire qui fait, en son nom personnel et moyennant une commission*, des opérations pour le compte d'un commerçant."
27,fre,1890,1890,8.0,1.0,0.0,,Valentine,,F,,,,,,,,,,,,,,,,,,,,,
27,fre,1890,1890,9.0,1.0,0.0,,Angèle,,F,,,,,,,,,,,,,,,,,,,,,
27,fre,1890,1890,10.0,1.0,0.0,,Joséphine,,F,,,,,,,,,,,,,,,,,,,,,
27,fre,1890,1890,11.0,1.0,0.0,,Rosalie,,F,,,,,,,,,,,,,,,,,,,,,
28,fre,1880,1880,1.0,1.0,0.0,,Henri Duval,,M,,,,,,,,,,,,,,,,,,,,,
28,fre,1880,1880,2.0,1.0,0.0,,Bourganeuf,,M,,,,,,,,,,,,,,,,,,,,,
28,fre,1880,1880,3.0,1.0,0.0,,Champeaux,,M,,,,,,,,,,,,,,,,,,,,,
28,fre,1880,1880,4.0,1.0,0.0,,Corbulon,,M,,,,,,,,,,,,,,,,,,,,,
28,fre,1880,1880,5.0,1.0,0.0,,Un paysan,,M,,paysan,,farmer,,agriculture,,,agriculture,agriculture,agriculture,,,LC,,,,,,,
28,fre,1880,1880,6.0,1.0,0.0,,Un commissionnaire,,M,,commissionnaire,,delivery person,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,LC,,,,,,,"TLFi : commissionnaire DR. COMM. Intermédiaire qui fait, en son nom personnel et moyennant une commission*, des opérations pour le compte d'un commerçant."
28,fre,1880,1880,7.0,1.0,0.0,,Madame Bonivard,,F,,,,,,,,,,,,,,,,,,,,,
28,fre,1880,1880,8.0,1.0,0.0,,Diane,,F,,,,,,,,,,,,,,,,,,,,,
28,fre,1880,1880,9.0,1.0,0.0,,Gabrielle,,F,,,,,,,,,,,,,,,,,,,,,
28,fre,1880,1880,10.0,1.0,0.0,,Victoire,,F,,,,,,,,,,,,,,,,,,,,,
28,fre,1880,1880,11.0,1.0,0.0,,Mariette,,F,,,,,,,,,,,,,,,,,,,,,
30,fre,1880,1880,1.0,1.0,0.0,,Paul Jolimont,35 ans,M,35,,,,,,,,,,,,,,,,,,,,
30,fre,1880,1880,2.0,1.0,0.0,,Poulsom,46 ans,M,46,,,,,,,,,,,,,,,,,,,,
30,fre,1880,1880,3.0,1.0,0.0,,Baligan,44 ans,M,44,,,,,,,,,,,,,,,,,,,,
30,fre,1880,1880,4.0,1.0,0.0,,Magloire,40 ans,M,40,,,,,,,,,,,,,,,,,,,,
30,fre,1880,1880,5.0,1.0,0.0,,Val-Pluchet,28 ans,M,28,,,,,,,,,,,,,,,,,,,,
30,fre,1880,1880,6.0,1.0,0.0,,Pivoteau,60 ans,M,60,,,,,,,,,,,,,,,,,,,,
30,fre,1880,1880,7.0,1.0,0.0,,Justin,,M,,,,,,,,,,,,,,,,,,,,,
30,fre,1880,1880,8.0,1.0,0.0,,Edith Harrisson,29 ans,F,29,,,,,,,,,,,,,,,,,,,,
30,fre,1880,1880,9.0,1.0,0.0,,Madame Lobardet,51 ans,F,51,,,,,,,,,,,,,,,,,,,,
30,fre,1880,1880,10.0,1.0,0.0,,Louise,"femme de Paul, 25 ans",F,25,,,,,,,,,,,,,,,,,femme(1),wife(1),,
30,fre,1880,1880,11.0,1.0,0.0,,Sophie,28 ans,F,28,,,,,,,,,,,,,,,,,,,,
31,fre,1890,1890,1.0,1.0,0.0,,Paul Dorigny,,M,,,,,,,,,,,,,,,,,,,,,
31,fre,1890,1890,2.0,1.0,0.0,,Bonardet,,M,,,,,,,,,,,,,,,,,,,,,
31,fre,1890,1890,3.0,1.0,0.0,,Le Baron Douillard,,M,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,baron,UC,,,,,,,
31,fre,1890,1890,4.0,1.0,0.0,,Lambertin,,M,,,,,,,,,,,,,,,,,,,,,
31,fre,1890,1890,5.0,1.0,0.0,,Falambart,,M,,,,,,,,,,,,,,,,,,,,,
31,fre,1890,1890,6.0,1.0,0.0,,Auguste,,M,,,,,,,,,,,,,,,,,,,,,
31,fre,1890,1890,7.0,1.0,0.0,,Cabassou,,M,,,,,,,,,,,,,,,,,,,,,
31,fre,1890,1890,8.0,1.0,0.0,,La Baronne Douillard,,F,,,,,,aristocrats,,,aristocrats,nobility,aristocracy,,baronne,UC,,,,,,,
31,fre,1890,1890,9.0,1.0,0.0,,Colombe,,F,,,,,,,,,,,,,,,,,,,,,
31,fre,1890,1890,10.0,1.0,0.0,,Virginie,,F,,,,,,,,,,,,,,,,,,,,,
31,fre,1890,1890,11.0,1.0,0.0,,Antoinette,,F,,,,,,,,,,,,,,,,,,,,,
31,fre,1890,1890,12.0,1.0,0.0,,Madame Bonardet,,F,,,,,,,,,,,,,,,,,,,,,
32,fre,1900,1900,1.0,1.0,0.0,,Dupont,,M,,,,,,,,,,,,,,,,,,,,,
32,fre,1900,1900,2.0,1.0,0.0,,Robert de Trivelin,,M,,,,,,,,,,,,,,,,,,,,,
32,fre,1900,1900,3.0,1.0,0.0,,La Baule,,M,,,,,,,,,,,,,,,,,,,,,
32,fre,1900,1900,4.0,1.0,0.0,,Couzan,,M,,,,,,,,,,,,,,,,,,,,,
32,fre,1900,1900,5.0,1.0,0.0,,Frontignac,,M,,,,,,,,,,,,,,,,,,,,,
32,fre,1900,1900,6.0,1.0,0.0,,Gontran des Barbettes,,M,,,,,,,,,,,,,,,,,,,,,
32,fre,1900,1900,7.0,1.0,0.0,,Le Prix de Rome,,M,,peintre,,painter,,artists,,,artists,artists,artists,,prix de Rome,UC,,,,,,,titre prestigieux
32,fre,1900,1900,8.0,1.0,0.0,,Un Commissaire,,M,,commissaire,,police commissioner,,police and security,,,police and security,government and law enforcement,authority,,,UC,,,,,,,
32,fre,1900,1900,9.0,0.0,1.0,,Deux agents,,M,,agents,,police officer,,police and security,,,police and security,government and law enforcement,authority,,,LMC,,,,,,,
32,fre,1900,1900,10.0,1.0,0.0,,Zézé,,F,,,,,,,,,,,,,,,,,,,,,
32,fre,1900,1900,11.0,1.0,0.0,,Madame Dupont,,F,,,,,,,,,,,,,,,,,,,,,
32,fre,1900,1900,12.0,1.0,0.0,,Paulette de Trivelin,,F,,,,,,,,,,,,,,,,,,,,,
32,fre,1900,1900,13.0,1.0,0.0,,Lise,,F,,,,,,,,,,,,,,,,,,,,,
32,fre,1900,1900,14.0,1.0,0.0,,Ernestine,,F,,,,,,,,,,,,,,,,,,,,,
32,fre,1900,1900,15.0,1.0,0.0,,Mariette,,F,,,,,,,,,,,,,,,,,,,,,
33,fre,1910,1910,1.0,1.0,0.0,,Tricointe,président du Tribunal de Gray,M,,président du Tribunal,,presiding judge,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UC,,,,,,,
33,fre,1910,1910,2.0,1.0,0.0,,Cyprien Gaudet,ministre de la Justice,M,,ministre de la Justice,,Minister of Justice,,government officials,,,government officials,government and law enforcement,authority,,Minister of Justice,UC,,,,,,,
33,fre,1910,1910,3.0,1.0,0.0,,Marius,chef des huissiers du ministère,M,,chef des huissiers du ministère,,chief court bailiff,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,UC,,,,,,,
33,fre,1910,1910,4.0,1.0,0.0,,Octave Rosimond,chef de cabinet de Gaudet,M,,chef de cabinet,,principal private Secretary,,government officials,,,government officials,government and law enforcement,authority,,,UC,,,,chef de cabinet(2),principal private Secretary(2),,
33,fre,1910,1910,5.0,1.0,0.0,,Bienassis,sous-chef de bureau,M,,sous-chef de bureau,,deputy chief clerk,,intermediate professions,,,intermediate professions,bourgeoisie other,bourgeoisie,,,UMC,,,,,,,sounds like an important position in the context
33,fre,1910,1910,6.0,1.0,0.0,,Poche,gardien de la paix,M,,gardien de la paix,,police officer,,police and security,,,police and security,government and law enforcement,authority,,,LMC,,,,,,,
