workId,lang,decadePrint,decadeFirstPrint,decade,decadeOld,diff,characterId,cl,isGrp,cGrp,persName,roleDesc,sex,age,profession,normalizedProfession,modifier,professionalGroupMethal,professionalGroupNoVal,professionalGroup,profGrpSelected,profGrpCoarse,profGrpCoarser,role,title,socialClassOrig,socialClassAuto,socialClass,cfSoc,origin,raceOrEthnicity,accentDialect,relations,normalizedRelation,genre,comments
010,als,0,1900,1900,,0,6,1,0,,Bankkassierer Biedermann,,M,,Bankkassierer,bank clerk,,intermediate professionals,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,UMC,LMC,UMC,0,,,,,,,
010,als,0,1900,1900,,0,7,1,0,,Frau Biedermann,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
010,als,0,1900,1900,,0,8,1,0,,Gerichtssekretär Kullmer,,M,,Gerichtssekretär,court secretary,,intermediate professionals,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,LMC,UMC,LMC,0,,,,,,,
010,als,0,1900,1900,,0,9,1,0,,Gerichtsvollzieher Schmitt,,M,,Gerichtsvollzieher,court bailiff,,intermediate professionals,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,LMC,UC,LMC,0,,,,,,,
010,als,0,1900,1900,,0,10,1,0,,Gerichtsdiener Piefke,,M,,Gerichtsdiener,court usher,,intermediate professionals,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,LC,UMC,LC,0,,,,,,,
010,als,0,1900,1900,,0,11,1,0,,Restaurateur Hammel,,M,,Restaurateur,restaurateur,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LMC,UMC,LMC,0,,,,,,,
010,als,0,1900,1900,,0,12,1,0,,Ein Radfahrer,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
010,als,0,1900,1900,,0,13,1,1,,"Rechtsanwälte, Referendare, Laufjungen",,M,,"Rechtsanwälte, Referendare, Laufjungen",,,,,,,,,,,UC,#N/A,UC,0,,,,,,,
010,als,0,1900,1900,,0,14,0,1,,die beiden Schöffen,,U,,Schöffe,juror,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,LMC,LMC,1,,,,,,,
010,als,0,1900,1900,,0,15,0,1,,Rechtsanwälte,,U,,Rechtsanwälte,lawyer,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,UC,UC,UC,0,,,,,,,
010,als,0,1900,1900,,0,16,0,1,,Referendare,,U,,Referendare,lawyer in training,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,UC,UC,UC,0,,,,,,,
010,als,0,1900,1900,,0,17,0,1,,Laufjungen,,U,,Laufjungen,messenger / deliverer / helper,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LC,LMC,LC,0,,,,,,,
011,als,0,1920,1920,,0,1,1,0,,M. Winkel,Proprietär,M,,Proprietär,landlord,,rentiers,rentiers,rentiers,rentiers,rentiers,bourgeoisie,,,UMC,UMC,UMC,0,,,,,,,
011,als,0,1920,1920,,0,2,1,0,,M. Meter,Architekt,M,,Architekt,architect,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,UMC,LC,UMC,0,,,,,,,
011,als,0,1920,1920,,0,3,1,0,,E Stimm,,M,,Hiesermackler,real estate agent,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,UMC,LMC,UMC,0,,,,,,,
012,als,0,1900,1900,,0,1,1,0,,Contre,"e junger Mann, anfangs drißig",M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
012,als,0,1900,1900,,0,2,1,0,,Juliette,sini Frau,F,,,,,,,,,,,,,,#N/A,,0,,,,Frau(1),wife(1),,
012,als,0,1900,1900,,0,3,1,0,,Mme. Trett,Mamme vun d'r Mme. Juliette,F,,,,,,,,,,,,,,#N/A,,0,,,,Mamme(2),mother(2),,
012,als,0,1900,1900,,0,4,1,0,,Ursule,Schwester vum Herr Contre,F,,,,,,,,,,,,,,#N/A,,0,,,,Schwester(1),sister(1),,
012,als,0,1900,1900,,0,5,1,0,,Blotzmeier,Velohändler,M,,Velohändler,bicycle store owner,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,UMC,LC,UMC,0,,,,,,,
012,als,0,1900,1900,,0,6,1,0,,Colette,Kammerjumpfer bi's Contre's,F,,Kammerjumpfer,lady’s maid,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,LC,LC,0,,,,"Kammerjumpfer(1,2)","lady's maid(1,2)",,
012,als,0,1900,1900,,0,7,1,0,,Alphonsel,e Kneckes (10 -12 Johr),M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
013,als,0,1910,1910,,0,1,1,0,,Augüscht Bierzipfel,Wirt,M,,Wirt,taverner / innkeeper,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LMC,LMC,LMC,0,,,,,,,
013,als,0,1910,1910,,0,2,1,0,,Jacques Mayer,Weinhändler,M,,Weinhändler,wine merchant,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LMC,LMC,LMC,0,,,,,,,
013,als,0,1910,1910,,0,3,1,0,,Andreas Weißviel,Lehrer,M,,Lehrer,teacher,,intermediate professionals,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,UMC,UMC,UMC,0,,,,,,,
013,als,0,1910,1910,,0,4,1,0,4-7,Michel,Bauern,M,,Bauer,farmer,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,LC,LC,LC,0,,,,,,,
013,als,0,1910,1910,,0,5,1,0,,Jerri,,M,,Bauer,farmer,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,LC,LC,LC,0,,,,,,,
013,als,0,1910,1910,,0,6,1,0,,Bläsel,,M,,Bauer,farmer,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,LC,LC,LC,0,,,,,,,
013,als,0,1910,1910,,0,7,1,0,,Schang,,M,,Bauer,farmer,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,LC,LC,LC,0,,,,,,,
014,als,0,1900,1900,,0,1,1,0,,Hering,Maire von Burbach,M,,Maire,mayor,,government executive officials,government officials,government officials,government officials,government & law enforcement,authority,,,LMC,UMC,LMC,0,,,,,,,
014,als,0,1900,1900,,0,2,1,0,,Rigele,seine Frau,F,,,,,,,,,,,,,,#N/A,,0,,,,Frau(1),wife(1),,
014,als,0,1900,1900,,0,3,1,0,,Edmond Hering,deren Sohn,M,,,,,,,,,,,,,,#N/A,,0,,,,"Sohn(1,2)","son(1,2)",,
014,als,0,1900,1900,,0,4,1,0,,Virginie Hering,deren Tochter,F,,,,,,,,,,,,,,#N/A,,0,,,,"Tochter(1,2)","daughter(1,2)",,
014,als,0,1900,1900,,0,5,1,0,,Engelbach,Notar in Burbach,M,,Notar,notary,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,UC,UC,UC,0,,,,,,,
014,als,0,1900,1900,,0,6,1,0,,Madame Engelbach,seine Frau,F,,,,,,,,,,,,,,#N/A,,0,,,,Frau(5),wife(5),,
014,als,0,1900,1900,,0,7,1,0,,Paul Engelbach,deren Sohn,M,,,,,,,,,,,,,,#N/A,,0,,,,"Sohn(5,6)","son(5,6)",,
014,als,0,1900,1900,,0,8,1,0,,Wendling,"genannt „der Stadtnarr“, Schreiner",M,,Schreiner,carpenter,,crafts,crafts,crafts,crafts,crafts,bourgeoisie,,,LMC,UMC,LMC,0,,,,,,,
014,als,0,1900,1900,,0,9,1,0,,Lisette,"seine Tochter, Näherin",F,,,sewer,,,,,,,,,,LMC,UC,LMC,0,,,,Tochter(8),daughter(8),,
014,als,0,1900,1900,,0,10,1,0,,Batrütsch,"Magd, bei Hering",F,,Magd,housemaid,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,LC,LC,0,,,,Magd(1),maid(1),,
014,als,0,1900,1900,,0,11,1,0,,Fix,Mairie-Schreiber,M,,Mairie-Schreiber,city council clerk,,government executive officials,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,authority,,,LMC,LMC,LMC,0,,,,,,,
015,als,0,1890,1890,,0,1,1,0,,Herr Spritzhans,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
015,als,0,1890,1890,,0,2,1,0,,Madam' Spritzhans,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
015,als,0,1890,1890,,0,3,1,0,,Uegenie,ihri Doochter,F,,,,,,,,,,,,,,#N/A,,0,,,,"Doochter(1,2)","daughter(1,2)",,
015,als,0,1890,1890,,0,4,1,0,,Lüi Meyer,dit Bumbiélüi,M,,Bombié,firefighter,,government executive officials,government officials,police & security,police & security,police & security,government & law enforcement,authority,,LMC,LMC,LMC,0,,,,,,,
015,als,0,1890,1890,,0,5,1,0,,Lous Meyer,commis-voyageur,M,,commis-voyageur,salesman,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LMC,LMC,LMC,0,,,,,,,
015,als,0,1890,1890,,0,6,1,0,,Carline,Magd,F,,Magd,housemaid,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,LC,LC,0,,,,,,,
015,als,0,1890,1890,,0,7,1,1,,2 Zeije,Bombié,M,,Bombié,firefighter,,government executive officials,government officials,police & security,police & security,police & security,government & law enforcement,authority,,LMC,LMC,LMC,0,,,,,,,
016,als,1920,1900,1900,,20,1,1,0,,Pfrimmer,Großbauer,M,,Großbauer,large farmer,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,UMC,UMC,UMC,0,,,,,,,
016,als,1920,1900,1900,,20,1,1,0,,Valerie,dessen Tochter,F,,,,,,,,,,,,,,#N/A,,0,,,,Tochter(1),daughter(1),,
016,als,1920,1900,1900,,20,1,1,0,,s Franke-Hanse Valte,Reservist,M,,Reservist,reservist,,military,military,military,military,government & law enforcement,authority,,,,UMC,UMC,1,,,,,,,
016,als,1920,1900,1900,,20,1,1,0,,Bajeschel,Makler,M,,Makler,real estate agent,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,UMC,LMC,UMC,0,,,,,,,
016,als,1920,1900,1900,,20,1,1,0,,Nanel,Magd bei Pfrimmer,F,,Magd,housemaid,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,LC,LC,0,,,,Magd(1),maid(1),,
017,als,0,1900,1900,,0,1,1,0,,Dr. Emil Helfer,praktischer Arzt,M,,praktischer Arzt,doctor,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,UC,UC,UC,0,,,,,,,
017,als,0,1900,1900,,0,2,1,0,,Juliette,seine Frau,F,,,,,,,,,,,,,,#N/A,,0,,,,Frau(1),wife(1),,
017,als,0,1900,1900,,0,3,1,0,,Lina Spatz,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
017,als,0,1900,1900,,0,4,1,0,4-5,Schakob,Kommissionäre,M,,Kommissionäre,deliverer / helper,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LC,UMC,LC,0,,,,,,,
017,als,0,1900,1900,,0,5,1,0,,Schorsch,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
017,als,0,1900,1900,,0,6,1,0,,Franz,Kutscher,M,,Kutscher,coachman,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LC,LC,LC,0,,,,,,,
017,als,0,1900,1900,,0,7,1,0,,Ein Telegraphenbote,Telegraphenbote,M,,Telegraphenbote,telegraph messenger,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LC,LC,LC,0,,,,,,,
017,als,0,1900,1900,,0,8,1,0,,Ein Bauernmädchen,,F,,,,,,,,,,,,,,#N/A,,0,,,,,,,
017,als,0,1900,1900,,0,9,1,0,,Ein kleiner Junge,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
018,als,0,1920,1920,,0,1,1,0,,Vincenz Kuenz,Wirt,M,,Wirt,taverner / innkeeper,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LMC,LMC,LMC,0,,,,,,,
018,als,0,1920,1920,,0,2,1,0,2-3,François,sini Sœhn,M,,,,,,,,,,,,,,#N/A,,0,,,,Sœhn(1),son(1),,
018,als,0,1920,1920,,0,3,1,0,,Lücien,,,,,,,,,,,,,,,,#N/A,,0,,,,Sœhn(1),son(1),,
018,als,0,1920,1920,,0,4,1,0,,Doni,Knecht biem Kuenz,M,,Knecht,farm worker,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,LC,LC,LC,0,,,,Knecht(1),farmworker(1),,
018,als,0,1920,1920,,0,5,1,0,,Sauvinger,Sæsselmacher,M,,Sæsselmacher,chair maker,,crafts,crafts,crafts,crafts,crafts,bourgeoisie,,,LMC,UMC,LMC,0,,,,,,,
018,als,0,1920,1920,,0,6,1,0,,Kohler,gen. Roter garde-chasse,M,,garde-chasse,ranger,,government executive officials,police & security,police & security,police & security,government & law enforcement,authority,,,LMC,LMC,LMC,0,,,,,,,
018,als,0,1920,1920,,0,7,1,0,,Ræppel,Vizepresident vun dr Gymnastique,M,,Vizepresident vun dr Gymnastique,association official,,associative world ,volunteer positions,volunteer positions,volunteer positions,other,other,,,,LMC,LMC,1,,,,,,,
018,als,0,1920,1920,,0,8,1,0,,Zipfel,Polizeigard,M,,Polizeigard,policeman,,government executive officials,police & security,police & security,police & security,government & law enforcement,authority,,,LMC,LMC,LMC,0,,,,,,,
018,als,0,1920,1920,,0,9,1,0,,Pimpe,Postmeister,M,,Postmeister,post office director,,intermediate professionals,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,UMC,LC,UMC,0,,,,,,,
018,als,0,1920,1920,,0,10,1,0,,E Mann üss der Stadt,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
018,als,0,1920,1920,,0,11,1,0,11-12,Seppel,Gymnastes,M,,Gymnastes,athlete,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,LMC,LMC,1,,,,,,,
018,als,0,1920,1920,,0,12,1,0,,Güschtel,,M,,Gymnastes,athlete,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,LMC,LMC,1,,,,,,,
018,als,0,1920,1920,,0,13,1,1,,"Finnele, Sebastian, Jerri, Nandel",,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
018,als,0,1920,1920,,0,14,1,1,,"E Gymnastique, e Claironsektion, Kinder un Litt.",,U,,,,,,,,,,,,,,#N/A,,0,,,,,,,
019,als,0,1920,1920,,0,1,1,0,,Schakob Urbach,Maire,M,,Maire,mayor,,government executive officials,government officials,government officials,government officials,government & law enforcement,authority,,,LMC,UMC,LMC,0,,,,,,,
019,als,0,1920,1920,,0,2,1,0,,Antoine Schnell,Cousin vom Urbach,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
019,als,0,1920,1920,,0,3,1,0,,Aloys,Knecht beim Urbach,M,,Knecht,domestic helper,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,LC,LC,0,,,,,,,
019,als,0,1920,1920,,0,4,1,0,,Sürkopf,Adjunkt,M,,Adjunkt,deputy mayor,,government executive officials,government officials,government officials,government officials,government & law enforcement,authority,,,LMC,LMC,LMC,0,,,,,,,
019,als,0,1920,1920,,0,5,1,0,5-9,Matter,Gemeinderatsherren,M,,,village councilor,,government executive officials,government officials,government officials,government officials,government & law enforcement,authority,,,LMC,LMC,LMC,0,,,,,,,
019,als,0,1920,1920,,0,6,1,0,,Groshans,,M,,,village councilor,,government executive officials,government officials,government officials,government officials,government & law enforcement,authority,,,LMC,LMC,LMC,0,,,,,,,
019,als,0,1920,1920,,0,7,1,0,,Schierejerry,,M,,,village councilor,,government executive officials,government officials,government officials,government officials,government & law enforcement,authority,,,LMC,LMC,LMC,0,,,,,,,
019,als,0,1920,1920,,0,8,1,0,,Schollesepp,,M,,,village councilor,,government executive officials,government officials,government officials,government officials,government & law enforcement,authority,,,LMC,LMC,LMC,0,,,,,,,
019,als,0,1920,1920,,0,9,1,0,,Sohler,,M,,,village councilor,,government executive officials,government officials,government officials,government officials,government & law enforcement,authority,,,LMC,LMC,LMC,0,,,,,,,
019,als,0,1920,1920,,0,10,1,0,10-14,"Michel, Tambourmajor",Conscrits,M,,conscripts,,,,,,,,,,,,#N/A,,0,,,,,,,
019,als,0,1920,1920,,0,11,1,0,,Gabriel,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
019,als,0,1920,1920,,0,12,1,0,,Andres,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
019,als,0,1920,1920,,0,13,1,0,,Schambediss,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
019,als,0,1920,1920,,0,14,1,0,,Christian,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
019,als,0,1920,1920,,0,15,1,0,,Der Dorfpolizist,,M,,Dorfpolizist,policeman,,government executive officials,police & security,police & security,police & security,government & law enforcement,authority,,,LMC,LMC,LMC,0,,,,,,,
019,als,0,1920,1920,,0,16,1,0,,Der Turnchef,,M,,Turnchef,association leader,,associative world ,volunteer positions,volunteer positions,volunteer positions,other,other,,,,UMC,UMC,1,,,,,,,
019,als,0,1920,1920,,0,17,1,0,,Felix Streifer,Vagabunden,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
019,als,0,1920,1920,,0,18,1,0,,Otto Klüwer,,M,,,,,,,,,,,,,,#N/A,,0,,,,,,,
019,als,0,1920,1920,,0,19,1,1,,"Bauern, Turner, Musikanten",,U,,,,,,,,,,,,,,#N/A,,0,,,,,,,
019,als,0,1920,1920,,0,20,0,1,,Bauern,,U,,Bauern,,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,,#N/A,,0,,,,,,,
019,als,0,1920,1920,,0,21,0,1,,Musikanten,,U,,Musikanten,,,artists,artists,artists,artists,artists,artists,,,,#N/A,,0,,,,,,,
020,als,1930,1900,1900,,30,1,1,0,,Hans,Grossbauer,M,,Grossbauer,large farmer,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,UMC,UMC,UMC,0,,,,,,,
020,als,1930,1900,1900,,30,2,1,0,2-3,Lehn,dessen Tanten,F,,,,,,,,,,,,,,#N/A,,0,,,,Tante(1),aunt(1),,
020,als,1930,1900,1900,,30,3,1,0,,Angenes,,F,,,,,,,,,,,,,,#N/A,,0,,,,Tante(1),aunt(1),,
020,als,1930,1900,1900,,30,4,1,0,,Gerôme,Viehdoktor,M,,Viehdoktor,veterinary,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,UMC,LC,UMC,0,,,,,,,
020,als,1930,1900,1900,,30,5,1,0,,François,Musiklehrer,M,,Musiklehrer,music teacher,,intermediate professionals,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,LMC,UC,LMC,0,,,,,,,
020,als,1930,1900,1900,,30,6,1,0,,Löjel,Wirt,M,,Wirt,taverner / innkeeper,,service and sales,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,LMC,LMC,LMC,0,,,,,,,
020,als,1930,1900,1900,,30,7,1,0,,Urschel,dessen Tochter,F,,,,,,,,,,,,,,#N/A,,0,,,,Tochter(7),daughter(7),,
020,als,1930,1900,1900,,30,8,1,0,8-11,Sybille,Hansen's Basen,F,,,,,,,,,,,,,,#N/A,,0,,,,Base(1),cousin(1),,
020,als,1930,1900,1900,,30,9,1,0,,Jüstinel,,F,,,,,,,,,,,,,,#N/A,,0,,,,Base(1),cousin(1),,
020,als,1930,1900,1900,,30,10,1,0,,Amelie,,F,,,,,,,,,,,,,,#N/A,,0,,,,Base(1),cousin(1),,
020,als,1930,1900,1900,,30,11,1,0,,Bärwel,,F,,,,,,,,,,,,,,#N/A,,0,,,,Base(1),cousin(1),,
020,als,1930,1900,1900,,30,12,1,0,,Stauffert,Schiffer,M,,Schiffer,skipper,,industry and transportation,industry & transportation,industry & transportation,industry & transportation,bourgeoisie other,bourgeoisie,,,LMC,LC,LMC,0,,,,,,,
020,als,1930,1900,1900,,30,13,1,0,,Nessnass,Küfermeister,M,,Küfermeister,master cooper,,crafts,crafts,crafts,crafts,crafts,bourgeoisie,,,LMC,UMC,LMC,0,,,,,,,
020,als,1930,1900,1900,,30,14,1,0,,Frau Nessnass,,F,,,,,,,,,,,,,,#N/A,,0,,,,Frau(13),wife(13),,
020,als,1930,1900,1900,,30,15,1,0,,Frau Bartelmost,Kartenschlägerin,F,,Kartenschlägerin,clairvoyant,,elementary professions,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,LC,UMC,LC,0,,,,,,,
020,als,1930,1900,1900,,30,16,1,0,,Casper,Knecht bei Hans,M,,Knecht bei Hans,farm worker,,agriculture,agriculture,agriculture,agriculture,agriculture,agriculture,,,LC,LC,LC,0,,,,Knecht(1),farmworker(1),,
020,als,1930,1900,1900,,30,17,1,0,,Frau Amos,Hebamme,F,,Hebamme,midwife,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,LC,LMC,LC,0,,,,,,,
